Rank,Author,Title,Citations,Year,Publisher,Venue,Source,cit/year,,,,
307,Mahalanabis,"Generative Adversarial Networks for ECG generation, translation, imputation and denoising",0,2022, uwspace.uwaterloo.ca,,https://uwspace.uwaterloo.ca/handle/10012/18676,0,,,,
306,"Damian, D Coltuc",Generative Adversarial Networks for Total Electron Content Prediction,0,2020, ieeexplore.ieee.org, 2020 International Symposium on …,https://ieeexplore.ieee.org/abstract/document/9301097/,0,,,,
231,"Boursalie, R Samavi…",Evaluation methodology for deep learning imputation models,0,2022, journals.sagepub.com, Experimental Biology and …,https://journals.sagepub.com/doi/abs/10.1177/15353702221121602,0,,,,
483," Naveed, US Hashmi, N Tajved, N Sultan, A Imran",Is Synthetic the New Real? Performance Analysis of Time Series Generation Techniques with Focus on Network Load Forecasting,1,2021, academia.edu, TechRxiv,https://www.academia.edu/download/87737431/31951889.pdf,0,,,,
485," Das, R Tran, J Singh, YW Lin, CJ Spanos",Unsupervised Cross-Domain Conditional Generation via Normalizing Flows and Adversarial Training,0,0,kdd2022.github.io,,https://dlp-kdd2022.github.io/accepted_papers/dlp-kdd2022_paper4.pdf,0,,,,
486,Sreehari,Visualization transforms of non-spatial data for convolutional neural networks,0,2020, spiedigitallibrary.org, Applications of Machine Learning 2020,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/11511/115110K/Visualization-transforms-of-non-spatial-data-for-convolutional-neural-networks/10.1117/12.2572485.short,0,,,,
490," Taheri, H Ebrahimnezhad, M Sedaaghi",Prediction of the Critical Temperature of Superconducting Materials Using Image Regression and Ensemble Deep Learning,0,2022, Elsevier, Materials Today …,https://www.sciencedirect.com/science/article/pii/S2352492822015847,0,,,,
665,"Cho, Z Gong, DI Inouye",Cooperative Distribution Alignment via JSD Upper Bound,0,2022, arxiv.org, arXiv preprint arXiv:2207.02286,https://arxiv.org/abs/2207.02286,0,,,,
664,"Yuan, A Hadzic, W Paul, DV de Flores…",EdgeMixup: Improving Fairness for Skin Disease Classification and Segmentation,0,2022, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2202.13883,0,,,,
663,"Choi, J Lee, D Ryu, S Kim…",GAIN-QoS: A Novel QoS Prediction Model for Edge Computing,0,2022, journals.riverpublishers.com, Journal of Web …,https://journals.riverpublishers.com/index.php/JWE/article/download/12513/10261/38375,0,,,,
661," Shetty, H Shirahatti, U Patil…",Voice Activity Detection Through Adversarial Learning,0,2022, ieeexplore.ieee.org, … Signal Processing and …,https://ieeexplore.ieee.org/abstract/document/9767144/,0,,,,
660,"Jia, P Wu, K Zhang, J Zhong",Imbalanced Disk Failure Data Processing Method Based on CTGAN,0,2022, Springer, International Conference on Intelligent …,https://link.springer.com/chapter/10.1007/978-3-031-13829-4_55,0,,,,
658, Chalé,AFIT-ENS-DS-22-S-056,0,0, apps.dtic.mil,,https://apps.dtic.mil/sti/citations/AD1181262,0,,,,
655,"Chen, X Liang, Z Zhang, Z Ma",GEDI: A Graph-based End-to-end Data Imputation Framework,0,2022, arxiv.org, arXiv preprint arXiv:2208.06573,https://arxiv.org/abs/2208.06573,0,,,,
649,"Hoh, A Schöttl, H Schaub, F Wenninger",A Generative Model for Anomaly Detection in Time Series Data,0,2022, Elsevier, Procedia Computer Science,https://www.sciencedirect.com/science/article/pii/S1877050922002708,0,,,,
648," Arokiasamy, W Skarbek",Optimization analysis for image-based steganography using generative adversarial networks,0,2019, spiedigitallibrary.org, Photonics Applications in …,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/11176/111760U/Optimization-analysis-for-image-based-steganography-using-generative-adversarial-networks/10.1117/12.2536836.short,0,,,,
647,"Pang, C Aggarwal, C Shen, N Sebe",Deep learning for anomaly detection,0,2022, ink.library.smu.edu.sg,,https://ink.library.smu.edu.sg/sis_research/7213/,0,,,,
126,Yang,Generative Adversarial Networks in Various Generation Tasks,0,0, researchgate.net,,https://www.researchgate.net/profile/Yiming-Yang-32/publication/356985986_Generative_Adversarial_Networks_in_Various_Generation_Tasks/links/61b6c3c8a6251b553ab47a6c/Generative-Adversarial-Networks-in-Various-Generation-Tasks.pdf,0,,,,
644," Proppe, KLK Lee, CL Cortes, M Saif, DB Berkinsky…",Adversarial autoencoder ensemble for fast and probabilistic reconstructions of few-shot photon correlation functions for solid-state quantum emitters,0,2022, APS, Physical Review B,https://journals.aps.org/prb/abstract/10.1103/PhysRevB.106.045425,0,,,,
129,"L Eunice, CA Hargreaves",Simulation of Synthetic Diabetes Tabular Data Using Generative Adversarial Networks,0,2021, researchgate.net, Clinical Medicine,https://www.researchgate.net/profile/Carol-Hargreaves/publication/352234981_Simulation_of_Synthetic_Diabetes_Tabular_Data_Using_Generative_Adversarial_Networks/links/620cf79f7c8b166ad07f8ffd/Simulation-of-Synthetic-Diabetes-Tabular-Data-Using-Generative-Adversarial-Networks.pdf,0,,,,
640,Sixt,Rendergan: Generating realistic labeled data–with an application on decoding bee tags,9,0,berlin.de,,https://www.mi.fu-berlin.de/inf/groups/ag-ki/Theses/Completed-theses/Bachelor-theses/2016/Sixt/Bachelor-Sixt.pdf,0,,,,
639,"Lomurno, A Archetti, L Cazzella…",SGDE: Secure Generative Data Exchange for Cross-Silo Federated Learning,0,2022, re.public.polimi.it, AIPR 2022 …,https://re.public.polimi.it/bitstream/11311/1220548/1/SGDE_preprint.pdf,0,,,,
130,"Petkov, C Hanley, F Dong",Causality Learning With Wasserstein Generative Adversarial Networks,0,2022, arxiv.org, arXiv preprint arXiv:2206.01496,https://arxiv.org/abs/2206.01496,0,,,,
637, Eiring,On Adversarial Regularization of Tabular Wasserstein Generative Adversarial Networks,0,2022, ntnuopen.ntnu.no,,https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/3023119,0,,,,
636,"Nayak, BK Balabantaray, D Patra",MoBMGAN: Modified GAN-Based Transfer Learning for Automatic Detection of COVID-19 Cases Using Chest X-ray Images,0,2021, taylorfrancis.com, … and Data Analysis in COVID …,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003137481-3/mobmgan-rajashree-nayak-bunil-ku-balabantaray-dipti-patra,0,,,,
633,"Lin, H Dai, L Xiong, W Wei",Generative Fairness Teaching,0,2020, openreview.net,,https://openreview.net/forum?id=trYkgJMOXhy,0,,,,
631,"Madhukar, R Chetan, S Prasad…",Age Progression using Generative Adversarial Networks,0,2020, ieeexplore.ieee.org, 2020 IEEE REGION …,https://ieeexplore.ieee.org/abstract/document/9293764/,0,,,,
629,"Shaukat, S Luo, V Varadharajan",A novel method for improving the robustness of deep learning-based malware detectors against adversarial attacks,0,2022, Elsevier, Engineering Applications of Artificial …,https://www.sciencedirect.com/science/article/pii/S0952197622004511,0,,,,
628,"Gujar, T Shah, D Honawale…",GenEthos: A Synthetic Data Generation System With Bias Detection And Mitigation,0,2022, ieeexplore.ieee.org, 2022 International …,https://ieeexplore.ieee.org/abstract/document/9885653/,0,,,,
626," BMS, V Anusree, B Sreeratcha…",Analysis of the Effect of Black Box Adversarial Attacks on Medical Image Classification Models,0,2022, ieeexplore.ieee.org, 2022 Third …,https://ieeexplore.ieee.org/abstract/document/9917603/,0,,,,
623,"Wan, H Kenlay, B Ru, A Blaas, MA Osborne…",Adversarial Attacks on Graph Classification via Bayesian Optimisation,0,2021, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2111.02842,0,,,,
622," Selvaganapathy, S Sadasivam",Healthcare Security: Usage of Generative Models for Malware Adversarial Attacks and Defense,0,2021, Springer, Communication and Intelligent …,https://link.springer.com/chapter/10.1007/978-981-16-1089-9_68,0,,,,
619,"Kim, YN Kim, M Jang, J Hwang, HK Kim, SC Yoon…",Synthesizing realistic high-resolution retina image by style-based generative adversarial network and its utilization,0,2022, nature.com, Scientific reports,https://www.nature.com/articles/s41598-022-20698-3,0,,,,
134,"Lalande, K Doya",Numerical Data Imputation: Choose kNN over Deep Learning,0,2022, Springer, International Conference on Similarity Search and …,https://link.springer.com/chapter/10.1007/978-3-031-17849-8_1,0,,,,
615,"Georgantas, J Richiardi",Multi-view Omics Translation with Multiplex Graph Neural Networks,0,2022, dl.acm.org, … Proceedings of the Web Conference 2022,https://dl.acm.org/doi/abs/10.1145/3487553.3524714,0,,,,
613, Meeuwisse,Robustness of discriminative and generative classifiers,0,0, pure.tue.nl,,https://pure.tue.nl/ws/portalfiles/portal/199110027/Meeuwisse_T.pdf,0,,,,
666, Rodrigue,Synthetic Patient Data Generation and Evaluation in Disease Prediction Using Small and Imbalanced Datasets,0,2022, ieeexplore.ieee.org, IEEE Journal of …,https://ieeexplore.ieee.org/abstract/document/9851514/,0,,,,
667," ERDEM, E GÜCÜYEN, AÖ ÇİFTÇİOĞLU",STATISTICAL STUDY ON IMPACT BEHAVIOR OF A REINFORCED CONCRETE SLAB,0,0, dergipark.org.tr,,https://dergipark.org.tr/en/pub/dae/issue/70413/1079151,0,,,,
669,"Rathore, SP HARSHA",Data Augmentation and Characterization of Nonlinear Vibration Responses of High-Speed Rolling Bearing,0,8751, papers.ssrn.com,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4098751,0,,,,
699,"Garcia, PY Chen, S Jha, S Clouse…",Hard-label Manifolds: Unexpected Advantages of Query Efficiency for Finding On-manifold Adversarial Examples,0,2021, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2103.03325,0,,,,
103,"Wei, Z Zhu, E Blasch, B Abdulrahman…","… CLIFGAN: Natural Infrastructure Damage Assessment through Efficient Classification Combining Contrastive Learning, Information Fusion and Generative Adversarial …",0,2021, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2110.14518,0,,,,
716,"Gan, T Xiang, H Liu, M Ye…",Teacher-Supervised Generative Adversarial Networks,0,2021, ieeexplore.ieee.org, 2021 IEEE International …,https://ieeexplore.ieee.org/abstract/document/9428290/,0,,,,
715,M Silva,Aumento Sintético de Dados para Datasets Biológicos,0,2022, eg.uc.pt,,https://eg.uc.pt/handle/10316/102995,0,,,,
713," Mo, R Kumar",iCTGAN--An Attack Mitigation Technique for Random-vector Attack on Accelerometer-based Gait Authentication Systems,0,2022, arxiv.org, arXiv preprint arXiv:2210.00615,https://arxiv.org/abs/2210.00615,0,,,,
712," Jajoo, KA Kumar",A Review on Deep-Learning Based Network Intrusion Detection Systems,0,2021, ijeie.jalaxy.com.tw, International Journal of Electronics and …,http://ijeie.jalaxy.com.tw/contents/ijeie-v13-n4/ijeie-2021-v13-n4-p170-179.pdf,0,,,,
104,"Wu, Z Zhao, LY Chen, A van Moorsel",Federated Learning for Tabular Data: Exploring Potential Risk to Privacy,0,2022, arxiv.org, arXiv preprint arXiv:2210.06856,https://arxiv.org/abs/2210.06856,0,,,,
710,"Dong, J Wang, R Wang, Y Li, W Sun",Towards Image Data Hiding via Facial Stego Synthesis With Generative Model,1,0,ws.org,,http://ceur-ws.org/Vol-3084/paper8.pdf,0,,,,
105,"Zheng, N Charoenphakdee",Diffusion models for missing value imputation in tabular data,0,2022, arxiv.org, arXiv preprint arXiv:2210.17128,https://arxiv.org/abs/2210.17128,0,,,,
706, OZGUMUS,Adversarially learned anomaly detection using generative adversarial networks,2,2019, politesi.polimi.it,,https://www.politesi.polimi.it/handle/10589/149395,0,,,,
705,"Ashwini, RR Pasham…",Coloring an Image Using Generative Adversarial Networks (GAN),0,2022, ieeexplore.ieee.org, 2022 IEEE International …,https://ieeexplore.ieee.org/abstract/document/9792966/,0,,,,
703," Dina, AB Siddique, D Manivannan",Effect of Balancing Data Using Synthetic Data on the Performance of Machine Learning Classifiers for Intrusion Detection in Computer Networks,0,2022, ieeexplore.ieee.org, IEEE Access,https://ieeexplore.ieee.org/abstract/document/9882118/,0,,,,
701,"Ni, D Yang, Y Pang",Weak Fault Diagnosis Method Based on SEGAN and KL Divergence for Industrial Equipment,0,2019, ieeexplore.ieee.org, 2019 IEEE Symposium Series on …,https://ieeexplore.ieee.org/abstract/document/9002833/,0,,,,
700,"Mahanty, PH Kumar, M Sushma, IT Chand…",A Comparative Study on Construction of 3D Objects from 2D Images,0,2021, Springer, … Technologies in Data …,https://link.springer.com/chapter/10.1007/978-981-16-1773-7_17,0,,,,
693,"Dam, MM Ferdaus, M Pratama…",Latent Preserving Generative Adversarial Network for Imbalance classification,0,2022, ieeexplore.ieee.org, … on Image Processing …,https://ieeexplore.ieee.org/abstract/document/9897874/,0,,,,
125,Gonzale,Statistical Validation of Synthetic Data for Lung Cancer Patients Generated by Using Generative Adversarial Networks,0,2022, mdpi.com, Electronics,https://www.mdpi.com/2079-9292/11/20/3277,0,,,,
690,"Bhatnagar, D Singh, A Kumar",Predicting Kinship Using GANs,0,2020, ieeexplore.ieee.org, 2020 2nd International …,https://ieeexplore.ieee.org/abstract/document/9362988/,0,,,,
118,"Venugopal, N Shafqat, I Venugopal, BMJ Tillbury…",Privacy preserving Generative Adversarial Networks to model Electronic Health Records,0,2022, Elsevier, Neural Networks,https://www.sciencedirect.com/science/article/pii/S0893608022002374,0,,,,
119,"Elderman, LJJ Pater, AS Thie, MM Drugan…",Could not catch title,53,0," ICAART (2), 2017",R Elderman  LJJ Pater  AS Thie,"Look manually at: https://scholar.google.com/scholar?start=110&q=(gan+OR+adversarial+OR+(generative+and+adversarial+and+net*))+AND+('tabular+data'+OR+'table+data')&hl=en&as_sdt=0,5",0,,,,
685," Tran, CT Nguyen, NH Phung…",Evaluation of Synthetic Data Generating Methods in Down Syndrome Prediction During the First Trimester Screening in Vietnam,0,2022, ieeexplore.ieee.org, … Analysis and Pattern …,https://ieeexplore.ieee.org/abstract/document/9924885/,0,,,,
684,"Ghosh, R Chellappa",Single-Shot 3D Mesh Estimation via Adversarial Domain Adaptation,0,2020, Springer, SN Computer Science,https://link.springer.com/article/10.1007/s42979-019-0025-9,0,,,,
681,"Lan, D Ng, Y Liu, J Liu, F Xu, C He…",Adversarial Domain Adaptation with Correlation-Based Association Networks for Longitudinal Disk Fault Prediction,0,2021, ieeexplore.ieee.org, 2021 International Joint …,https://ieeexplore.ieee.org/abstract/document/9533383/,0,,,,
680,"Nazari, P Branco, GV Jourdan",Using CGAN to Deal with Class Imbalance and Small Sample Size in Cybersecurity Problems,0,2021, ieeexplore.ieee.org, 2021 18th International …,https://ieeexplore.ieee.org/abstract/document/9647807/,0,,,,
678,"Larrea, M Hernandez, G Epelde, A Beristain…",Synthetic Subject Generation with Coupled Coherent Time Series Data,0,2022, mdpi.com, Engineering …,https://www.mdpi.com/1687506,0,,,,
123,"Gupta, JC Pesquet, B Pesque",An Adversarial Attacker for Neural Networks in Regression Problems.,6,0,ws.org,,http://ceur-ws.org/Vol-2916/paper_17.pdf,0,,,,
676, Shah,INCOMPLETE TIME SERIES FORECASTING USING GENERATIVE NEURAL NETWORKS,0,2020, rc.library.uta.edu,,https://rc.library.uta.edu/uta-ir/handle/10106/29643,0,,,,
674,"Sotoodeh, L Xiong, J Ho",CrowdTeacher: Robust Co-teaching with Noisy Answers and Sample-Specific Perturbations for Tabular Data,0,2021, Springer, … on Knowledge Discovery and Data Mining,https://link.springer.com/chapter/10.1007/978-3-030-75765-6_15,0,,,,
673,"Dastmalchi, H Aghaeinia","Super-resolution of very low-resolution face images with a wavelet integrated, identity preserving, adversarial network",0,2022, Elsevier, Signal Processing: Image Communication,https://www.sciencedirect.com/science/article/pii/S0923596522000753,0,,,,
124,"Gupta, AB Buduru…",imdpgan: Generating private and specific data with generative adversarial networks,1,2020, ieeexplore.ieee.org, 2020 Second IEEE …,https://ieeexplore.ieee.org/abstract/document/9325374/,0,,,,
612,"Chen, S Zhang, Q Jiang, J Chen, H Huang…",IoT-GAN: Anomaly Detection for Time Series in IoT Based on Generative Adversarial Networks,0,2021, Springer, … on Algorithms and …,https://link.springer.com/chapter/10.1007/978-3-030-95388-1_45,0,,,,
610,"Jayalakshmy, GF Sudha",Respiratory signal Classification by cGAN augmented EMD-Scalograms,0,2021, ieeexplore.ieee.org, 2021 IEEE 2nd International …,https://ieeexplore.ieee.org/abstract/document/9708484/,0,,,,
607, Ganesan,Synthetic time-series data generation using Generative Adversarial Networks,0,2021, odr.chalmers.se,,https://odr.chalmers.se/handle/20.500.12380/302525,0,,,,
520,"You, K Papps",A Constructive GAN-based Approach to Exact Estimate Treatment Effect without Matching,0,2022, arxiv.org, arXiv preprint arXiv:2206.06116,https://arxiv.org/abs/2206.06116,0,,,,
